ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,AgeCategory,GrowthPattern,LegacyMolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,LegacySubSubtype,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,EngineeredModel,TreatmentStatus,OnboardedMedia,PlateCoating,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-000442,PT-uWXLpm,RERF-LC-Sq1,RERFLCSQ1,74.0,Commercial,SIDM00354,CVCL_1656,LUSC,Adult,Adherent,,Primary,lung,Female,HSRRB,NSCLC_squamous,,RERFLCSQ1_LUNG,1298538.0,,449.0,,,MF-001-001,None,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000443,PT-9fFef6,OVKATE,OVKATE,40.0,Commercial,SIDM00466,CVCL_3110,HGSOC,Adult,Adherent,,Primary,ovary,Female,HSRRB,high_grade_serous,JCRB1044,OVKATE_OVARY,1240199.0,,1094.0,,,MF-001-001,None,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000444,PT-IpPvfc,LU99,LU99,63.0,Commercial,SIDM00546,CVCL_3015,GCLC,Adult,Adherent,,Metastatic,pleura,Male,HSRRB,NSCLC_large_cell,JCRB0080,LU99_LUNG,,,,,,MF-001-001,None,GCLC,Giant Cell Carcinoma of the Lung,Non-Small Cell Lung Cancer,Lung
ACH-000445,PT-N1UIhD,KNS-60,KNS60,55.0,Commercial,,CVCL_2798,GB,Adult,Adherent,,Primary,central_nervous_system,Male,HSRRB,glioblastoma,IFO50357,KNS60_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-002-008,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000446,PT-QRDJzM,KP-N-SI9s,KPNSI9S,5.0,Commercial,,CVCL_1340,NBL,Pediatric,Adherent,,Metastatic,autonomic_ganglia,Male,HSRRB,,,KPNSI9S_AUTONOMIC_GANGLIA,,,,,,MF-001-001,None,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-000447,PT-QmAMEj,NCI-H2228,NCIH2228,,Commercial,SIDM00729,CVCL_1543,LUAD,Unknown,Adherent,,Primary,lung,Female,ATCC,NSCLC_adenocarcinoma,CRL-5935,NCIH2228_LUNG,687816.0,,1812.0,,,MF-001-001,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000448,PT-3icxN1,NCI-H1666,NCIH1666,50.0,Commercial,SIDM00743,CVCL_1485,LUAD,Adult,Mixed,,Metastatic,pleural_effusion,Female,ATCC,NSCLC_adenocarcinoma,CRL-5885,NCIH1666_LUNG,908473.0,,958.0,,,MF-001-014,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000449,PT-E7giyP,MES-SA,MESSA,56.0,Commercial,SIDM00625,CVCL_1404,USARC,Adult,Adherent,,Primary,endometrium,Female,ATCC,,CRL-1976,MESSA_SOFT_TISSUE,908127.0,,1395.0,,,MF-023-001,None,USARC,Uterine Sarcoma/Mesenchymal,Uterine Sarcoma/Mesenchymal,Uterus
ACH-000450,PT-tIdwwm,MEL-HO,MELHO,,Commercial,SIDM00337,CVCL_1402,MEL,Unknown,Adherent,,Primary,skin,Female,DSMZ,,ACC 62,MELHO_SKIN,908124.0,This line is a ME-WEI derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,2109.0,,,MF-001-001,None,MEL,Melanoma,Melanoma,Skin
ACH-000451,PT-hZbJSf,NCI-H2085,NCIH2085,45.0,Commercial,SIDM00709,CVCL_1523,LUAD,Adult,Adherent,,Primary,lung,Male,ATCC,NSCLC_adenocarcinoma,,NCIH2085_LUNG,687812.0,,80.0,,,MF-001-014,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000452,PT-xIsO4O,TE-8,TE8,63.0,Commercial,SIDM00326,CVCL_1766,ESCC,Adult,Adherent,,,oesophagus,Male,RIKEN,,RCB2098,TE8_OESOPHAGUS,753623.0,,2253.0,,,MF-001-001,None,ESCC,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach
ACH-000453,PT-hPsKNs,MOLP-2,MOLP2,55.0,Commercial,,CVCL_2123,PCM,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,ACC 607,MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-021,None,PCM,Plasma Cell Myeloma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000454,PT-u7ecNk,HCC-95,HCC95,65.0,Commercial,,CVCL_5137,LUSC,Adult,Adherent,,Metastatic,pleural_effusion,Male,KCLB,NSCLC_squamous,70095,HCC95_LUNG,,,,,,MF-001-001,None,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000455,PT-XOGcZJ,LN-428,LN428,48.0,Academic lab,,CVCL_3959,GB,Adult,Adherent,,Primary,central_nervous_system,Male,Linda Chin,glioblastoma,,LN428_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-002-001,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000456,PT-UFvK3A,B-CPAP,BCPAP,76.0,Commercial,SIDM00992,CVCL_0153,THPD,Adult,Adherent,,Primary,thyroid,Female,DSMZ,papillary,273,BCPAP_THYROID,924104.0,,346.0,,,MF-001-001,None,THPD,Poorly Differentiated Thyroid Cancer,Poorly Differentiated Thyroid Cancer,Thyroid
ACH-000457,PT-lO2Jn8,CAL-54,CAL54,75.0,Commercial,SIDM00932,CVCL_1111,RCC,Adult,Adherent,,Metastatic,pleural_effusion,Male,DSMZ,,ACC 365,CAL54_KIDNEY,910952.0,,482.0,,,MF-002-009,None,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000458,PT-CfuEas,CJM,CJM,,Commercial,,CVCL_U797,MEL,Unknown,Adherent,,Metastatic,skin,Male,RIKEN,,RCB1034,CJM_SKIN,,,,,,MF-004-001,None,MEL,Melanoma,Melanoma,Skin
ACH-000459,PT-myAfV5,TUHR10TKB,TUHR10TKB,69.0,Commercial,,CVCL_5952,CCRCC,Adult,Adherent,,Primary,kidney,Male,RIKEN,,RCB1275,TUHR10TKB_KIDNEY,,,,,,MF-001-001,None,CCRCC,Renal Clear Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000460,PT-OIFKmV,SNU-8,SNU8,55.0,Commercial,,CVCL_5096,SOC,Adult,Adherent,,Metastatic,ascites,Female,KCLB,high_grade_serous,,SNU8_OVARY,,,,,,MF-001-001,None,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000461,PT-1PHTgt,SNU-1196,SNU1196,,Commercial,SIDM00163,CVCL_5015,EHCH,Unknown,Adherent,,Primary,biliary_tract,Unknown,KCLB,extrahepatic,1196,SNU1196_BILIARY_TRACT,,,,,,MF-001-005,None,EHCH,Extrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-000462,PT-ln5u7z,NALM-1,NALM1,3.0,Commercial,,CVCL_0091,CML,Pediatric,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Female,DSMZ,blast_crisis,,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-020,None,CML,Chronic Myelogenous Leukemia,Myeloproliferative Neoplasms,Myeloid
ACH-000463,PT-gfHIRD,NCI-H460,NCIH460,,Commercial,SIDM00144,CVCL_0459,LCLC,Unknown,Adherent,,Metastatic,pleural_effusion,Male,ATCC,NSCLC_large_cell,HTB-177,NCIH460_LUNG,905943.0,,2146.0,,,MF-001-001,None,LCLC,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000464,PT-3nLBts,CAS-1,CAS1,63.0,,SIDM00212,CVCL_1117,GB,Adult,Adherent,,Primary,central_nervous_system,Male,ICLC,glioblastoma,HTL97009,CAS1_CENTRAL_NERVOUS_SYSTEM,910943.0,,604.0,,,MF-002-001,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000465,PT-spChit,SK-MEL-1,SKMEL1,29.0,Commercial,SIDM01107,CVCL_0068,MEL,Adult,Suspension,,Metastatic,haematopoietic_and_lymphoid_tissue,Male,ATCC,,,SKMEL1_SKIN,909723.0,,42.0,,,MF-015-001,None,MEL,Melanoma,Melanoma,Skin
ACH-000466,PT-IGNlGv,SNU-216,SNU216,46.0,Commercial,,CVCL_3946,TSTAD,Adult,Adherent,,Metastatic,lymph_node,Female,KCLB,tubular,216,SNU216_STOMACH,,,,,,MF-001-001,None,TSTAD,Tubular Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000467,PT-2RDjdA,HCC-56,HCC56,,Commercial,SIDM00597,CVCL_2917,COAD,Unknown,Adherent,,Primary,large_intestine,Unknown,HSRRB,,JCRB1037,HCC56_LARGE_INTESTINE,1290907.0,,1036.0,,,MF-006-001,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000468,PT-Ej6iPJ,PK-45H,PK45H,,Commercial,,CVCL_6748,PAAD,Unknown,Adherent,,Primary,pancreas,Unknown,RIKEN,exocrine_adenocarcinoma,RCB1973,PK45H_PANCREAS,,,,,,MF-001-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000469,PT-hzuTX4,YH-13,YH13,40.0,Commercial,SIDM00316,CVCL_1795,GB,Adult,Adherent,,Primary,central_nervous_system,Male,HSRRB,glioblastoma,IFO50493,YH13_CENTRAL_NERVOUS_SYSTEM,909905.0,,468.0,,,MF-015-009,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000470,PT-XPa83T,SW1463,SW1463,66.0,Commercial,SIDM00834,CVCL_1718,READ,Adult,Adherent,,Primary,large_intestine,Female,ATCC,,CCL-234,SW1463_LARGE_INTESTINE,909748.0,,271.0,,,MF-001-001,None,READ,Rectal Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000471,PT-6EhW80,Li-7,LI7,45.0,Commercial,,CVCL_3840,HCC,Adult,Adherent,,Primary,liver,Male,RIKEN,,RCB1941,LI7_LIVER,,,,,,MF-001-001,None,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000472,PT-MxVfNi,HSC-2,HSC2,69.0,Commercial,SIDM00590,CVCL_1287,OCSC,Adult,Adherent,,Metastatic,upper_aerodigestive_tract,Male,HSRRB,,JCRB0622,HSC2_UPPER_AERODIGESTIVE_TRACT,753562.0,,944.0,,,MF-006-001,None,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-000473,PT-ESM25t,RT-112,RT112,,Commercial,SIDM00402,CVCL_1670,BLCA,Unknown,Adherent,,Primary,urinary_tract,Female,DSMZ,bladder_transitional_cell,418,RT112_URINARY_TRACT,909704.0,,25.0,,,MF-001-001,None,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000475,PT-fHVhJI,huH-1,HUH1,53.0,Commercial,SIDM00586,CVCL_2956,HCC,Adult,Adherent,,Primary,liver,Male,HSRRB,hbs_antigen_carrier,JCRB0199,HUH1_LIVER,1298146.0,,1855.0,,,MF-002-001,None,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000476,PT-UVxXgl,JHH-4,JHH4,51.0,Commercial,SIDM00616,CVCL_2787,HCC,Adult,Adherent,,Primary,liver,Male,HSRRB,,JCRB0435,JHH4_LIVER,1240158.0,,931.0,,,MF-006-001,None,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000477,PT-A0Pe6P,Malme-3M,MALME3M,43.0,Commercial,SIDM00011,CVCL_1438,MEL,Adult,Adherent,,Metastatic,lung,Male,ATCC,,HTB-64,MALME3M_SKIN,,,,,,MF-001-001,None,MEL,Melanoma,Melanoma,Skin
ACH-000478,PT-KvGBYp,SNU-387,SNU387,41.0,Commercial,SIDM01180,CVCL_0250,HCC,Adult,Adherent,,Primary,liver,Female,ATCC,,CRL-2237,SNU387_LIVER,909736.0,,1482.0,,,MF-001-001,None,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000479,PT-hM3DN4,KNS-81,KNS81,65.0,Commercial,SIDM00605,CVCL_2799,GB,Adult,Adherent,,Primary,central_nervous_system,Male,HSRRB,glioblastoma,IFO50359,KNS81_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-002-008,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000480,PT-cw7s0S,HuH-7,HUH7,57.0,Commercial,SIDM00585,CVCL_0336,HCC,Adult,Adherent,,Primary,liver,Male,HSRRB,,JCRB0403,HUH7_LIVER,907071.0,,2195.0,,,MF-002-001,None,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000481,PT-CazMr1,NCI-H2170,NCIH2170,,Commercial,SIDM00716,CVCL_1535,LUSC,Unknown,Adherent,,Primary,lung,Male,ATCC,NSCLC_squamous,CRL-5928,NCIH2170_LUNG,687815.0,,1811.0,,,MF-001-001,None,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000482,PT-G8tjyE,RERF-LC-KJ,RERFLCKJ,78.0,Commercial,SIDM00356,CVCL_1654,LUAD,Adult,Adherent,,Primary,lung,Male,HSRRB,NSCLC_adenocarcinoma,JCRB0137,RERFLCKJ_LUNG,1298537.0,,960.0,,,MF-001-001,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000483,PT-YTIYsu,SNU-182,SNU182,24.0,Commercial,SIDM01151,CVCL_0090,HCC,Adult,Adherent,,Primary,liver,Male,ATCC,,CRL-2235,SNU182_LIVER,1240216.0,,1481.0,,,MF-001-001,None,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000484,PT-BHz6vU,VMRC-RCW,VMRCRCW,,Commercial,SIDM00318,CVCL_1790,RCC,Unknown,Adherent,,Primary,kidney,Male,RIKEN,,RCB1963,VMRCRCW_KIDNEY,1240224.0,,1459.0,,,MF-006-001,None,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000485,PT-JcZulh,GSU,GSU,37.0,Commercial,,CVCL_8877,STAD,Adult,Mixed,,Metastatic,ascites,Male,RIKEN,,RCB2278,GSU_STOMACH,,,,,,MF-001-001,None,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000486,PT-W6AZYO,KU-19-19,KU1919,76.0,Commercial,SIDM01033,CVCL_1344,BLCA,Adult,Adherent,,Primary,urinary_tract,Female,DSMZ,bladder_transitional_cell,395,KU1919_URINARY_TRACT,907312.0,,892.0,,,MF-001-001,None,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000487,PT-fzbPIv,F-36P,F36P,68.0,Commercial,,CVCL_2037,MDS,Adult,Suspension,,Metastatic,pleural_effusion,Male,DSMZ,M6,,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-028,None,MDS,Myelodysplastic Syndromes,Myelodysplastic Syndromes,Myeloid
ACH-000488,PT-wdkGZi,TE-11,TE11,58.0,Commercial,SIDM00348,CVCL_1761,ESCC,Adult,Adherent,,Primary,oesophagus,Male,RIKEN,,RCB2100,TE11_OESOPHAGUS,946354.0,,2073.0,,,MF-001-001,None,ESCC,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach
ACH-000489,PT-EtFrRG,SW1116,SW1116,73.0,Commercial,SIDM00835,CVCL_0544,COAD,Adult,Adherent,,Primary,Colon,Male,ATCC,,CCl-233,SW1116_LARGE_INTESTINE,909746.0,,480.0,,,MF-001-001,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000490,PT-Ag8pMW,SF767,SF767,66.0,Academic lab,SIDM00626,CVCL_6950,CESC,Adult,Adherent,,Metastatic,abdomen,Female,Linda Chin,astrocytoma,,SF767_CENTRAL_NERVOUS_SYSTEM,,SNP fingerprinting confirms that this line is a ME-180 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,,,MF-002-001,None,CESC,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,Cervix
ACH-000491,PT-5GhHA6,NCI-H716,NCIH716,33.0,Commercial,SIDM00779,CVCL_1581,COAD,Adult,Mixed,,Metastatic,ascites,Male,ATCC,,,NCIH716_LARGE_INTESTINE,908458.0,,649.0,,,MF-001-001,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000492,PT-mlZ1w1,MUTZ-5,MUTZ5,26.0,Commercial,SIDM01689,CVCL_1873,BLL,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,b_cell,ACC 490,MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-020,None,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000493,PT-nNGWmq,SNU-423,SNU423,40.0,Commercial,SIDM01199,CVCL_0366,HCC,Adult,Adherent,,Primary,liver,Male,ATCC,,CRL-2238,SNU423_LIVER,909737.0,,481.0,,,MF-001-001,None,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000494,PT-dZGXnc,OELE,OELE,,Academic lab,,CVCL_IW56,ZIMMOV,Unknown,Adherent,,,ovary,Female,Jesse Boehm (Broad),,,OELE_OVARY,,,,,,,None,,Immortalized Ovarian Cells,Non-Cancerous,Ovary/Fallopian Tube
ACH-000495,PT-GcbNSr,TUHR4TKB,TUHR4TKB,60.0,Commercial,,CVCL_5957,RCC,Adult,Adherent,,Primary,kidney,Male,RIKEN,,RCB1198,TUHR4TKB_KIDNEY,,,,,,MF-002-001,None,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000496,PT-5umTu0,NCI-H1792,NCIH1792,50.0,Commercial,SIDM00771,CVCL_1495,LUAD,Adult,Adherent,,Metastatic,pleural_effusion,Male,ATCC,NSCLC_adenocarcinoma,CRL-5895,NCIH1792_LUNG,724868.0,,2122.0,,,MF-001-001,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000498,PT-pWs9uO,KO52,KO52,46.0,Commercial,SIDM00018,CVCL_1321,AML,Adult,Suspension,,,bone_marrow,Male,HSRRB,M2,,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330932.0,,1325.0,,,MF-003-001,None,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-000499,PT-m8xCzo,EW8,EW8,,Academic lab,,CVCL_V618,ES,Pediatric,Adherent,EWS_FLI,Primary,bone,Male,Kim Stegmaier (Broad),,,EW8_BONE,,,,,,MF-002-003,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-000500,PT-7wjU8J,SNU-46,SNU46,65.0,Commercial,,CVCL_5063,LXSC,Adult,Adherent,,,upper_aerodigestive_tract,Male,KCLB,laryngeal,46,SNU46_UPPER_AERODIGESTIVE_TRACT,,,,,,MF-001-005,None,LXSC,Larynx Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-000501,PT-kCvNaO,LS123,LS123,65.0,Commercial,SIDM00776,CVCL_1383,COAD,Adult,Adherent,,Primary,Colon,Female,ATCC,,CCL-255,LS123_LARGE_INTESTINE,907792.0,,2266.0,,,MF-001-001,None,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000502,PT-HGOuqa,TCC-PAN2,TCCPAN2,47.0,Commercial,,CVCL_3178,PAAD,Adult,Adherent,,Metastatic,ascites,Female,HSRRB,exocrine_adenocarcinoma,TCCPAN2,TCCPAN2_PANCREAS,,,,,,MF-001-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000503,PT-9uZV0s,BICR 16,BICR16,,Commercial,,CVCL_2308,OCSC,Unknown,Adherent,,Primary,upper_aerodigestive_tract,Male,ECACC,oral,6031001,BICR16_UPPER_AERODIGESTIVE_TRACT,,,,,,MF-002-001,None,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-000504,PT-YFHa1n,SNB75,SNB75,75.0,Academic lab,SIDM00095,CVCL_1706,GB,Adult,Adherent,,Primary,central_nervous_system,Female,Garraway lab,,,SNB75_CENTRAL_NERVOUS_SYSTEM,905982.0,,1181.0,,,MF-001-014,None,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000505,PT-yLm1aj,RKN,RKN,45.0,Commercial,SIDM00353,CVCL_3156,LMS,Adult,Adherent,,Primary,ovary,Female,HSRRB,,JCRB0176,RKN_SOFT_TISSUE,1298539.0,,1471.0,,,MF-004-001,None,LMS,Leiomyosarcoma,Leiomyosarcoma,Soft Tissue
ACH-000506,PT-VTukYY,NCI-H146,NCIH146,59.0,Commercial,SIDM00698,CVCL_1473,SCLC,Adult,Suspension,,Metastatic,bone_marrow,Male,ATCC,,HTB-173,NCIH146_LUNG,910899.0,,932.0,,,MF-001-001,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000507,PT-6nN2YI,KE-39,KE39,77.0,Commercial,,CVCL_3385,STAD,Adult,Adherent,,Metastatic,lymph_node,Male,RIKEN,,RCB1434,KE39_STOMACH,,,,,,MF-001-001,None,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000508,PT-YUXlCn,COR-L88,CORL88,55.0,Commercial,SIDM00506,CVCL_1141,SCLC,Adult,Mixed,,Metastatic,pleural_effusion,Male,ECACC,,92031917,CORL88_LUNG,906808.0,,774.0,,,MF-001-003,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000509,PT-PrSlzw,HuT 78,HUT78,53.0,Commercial,SIDM00851,CVCL_0337,SS,Adult,Suspension,,,haematopoietic_and_lymphoid_tissue,Male,ATCC,t_cell_cutaneous,TIB-161,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-005-004,None,SS,Sezary Syndrome,Non-Hodgkin Lymphoma,Lymphoid
ACH-000510,PT-7qWq2K,NCI-H1299,NCIH1299,43.0,Commercial,SIDM00649,CVCL_0060,LCLC,Adult,Adherent,,Metastatic,lymph_node,Male,ATCC,NSCLC_large_cell,CRL-5803,NCIH1299_LUNG,724831.0,,1235.0,,,MF-001-001,None,LCLC,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000511,PT-R4QjAn,Calu-1,CALU1,47.0,Commercial,,CVCL_0608,LUSC,Adult,Adherent,,Metastatic,pleura,Male,ATCC,NSCLC_squamous,HTB-54,CALU1_LUNG,,,,,,MF-023-001,None,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000512,PT-H09155,INA6,INA6,80.0,Academic lab,,CVCL_5209,PCM,Adult,Suspension,,,pleural_effusion,Male,Constantine (?),,,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-024,None,PCM,Plasma Cell Myeloma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000513,PT-yzeH2y,SNU-1272,SNU1272,63.0,Commercial,SIDM01335,CVCL_8788,CCRCC,Adult,Adherent,,Primary,kidney,Female,KCLB,clear_cell,,SNU1272_KIDNEY,,,,,,MF-001-001,None,CCRCC,Renal Clear Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000514,PT-Jj10yy,NCI-H1092,NCIH1092,67.0,Commercial,SIDM00653,CVCL_1454,SCLC,Adult,Suspension,,Metastatic,bone_marrow,Male,ATCC,,CRL-5855,NCIH1092_LUNG,687997.0,,1928.0,,,MF-007-025,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000515,PT-BuE22y,HCC-33,HCC33,52.0,Commercial,SIDM01071,CVCL_2058,SCLC,Adult,Suspension,,Metastatic,pleural_effusion,Male,DSMZ,,ACC-487,HCC33_LUNG,1303901.0,,353.0,,,MF-001-020,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000516,PT-gEiUjw,CAL-78,CAL78,76.0,Commercial,SIDM00929,CVCL_1809,DDCHS,Adult,Adherent,,,soft_tissue,Male,DSMZ,,ACC 449,CAL78_BONE,1290765.0,,1148.0,,,MF-001-020,None,DDCHS,Dedifferentiated Chondrosarcoma,Chondrosarcoma,Bone
ACH-000517,PT-V7OSXp,SNU-410,SNU410,53.0,Commercial,,CVCL_5059,PAAD,Adult,Adherent,,Metastatic,liver,Male,KCLB,exocrine_adenocarcinoma,410,SNU410_PANCREAS,,,,,,MF-001-001,None,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000518,PT-czsVU5,CAL-33,CAL33,69.0,Commercial,SIDM00942,CVCL_1108,OCSC,Adult,Adherent,,Primary,upper_aerodigestive_tract,Male,DSMZ,oral,447,CAL33_UPPER_AERODIGESTIVE_TRACT,753541.0,,2041.0,,,MF-002-001,None,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-000519,PT-qXF8IT,PEER,PEER,4.0,Commercial,SIDM00991,CVCL_1913,TLL,Pediatric,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Female,HSRRB,t_cell,,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000520,PT-tv8Ku2,59M,59M,65.0,Commercial,,CVCL_2291,HGSOC,Adult,Adherent,,Metastatic,ascites,Female,ECACC,high_grade_serous,,59M_OVARY,,,,,,,None,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000521,PT-hEuGfg,NCI-H2030,NCIH2030,,Commercial,SIDM00715,CVCL_1517,LUAD,Unknown,Adherent,,Metastatic,lymph_node,Male,ATCC,NSCLC_adenocarcinoma,CRL-5914,NCIH2030_LUNG,722045.0,,912.0,,,MF-001-001,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000522,PT-sPPqcj,UM-UC-3,UMUC3,,Commercial,SIDM01182,CVCL_1783,BLCA,Unknown,Adherent,,Primary,urinary_tract,Male,ATCC,bladder_transitional_cell,CRL-1749,UMUC3_URINARY_TRACT,724838.0,,9.0,,,MF-006-001,None,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000523,PT-RZo2RD,NCI-H1184,NCIH1184,42.0,Commercial,,CVCL_1458,SCLC,Adult,Mixed,,Metastatic,lymph_node,Male,ATCC,,,NCIH1184_LUNG,,,,,,MF-001-020,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
