ENSP00000493376	A0A2U3U0J3
ENSP00000359416	Q58F21
ENSP00000436127	Q03167
ENSP00000432638	Q03167
ENSP00000378038	Q58F21
ENSP00000387822	Q58F21
ENSP00000404969	C9JJU3
ENSP00000363879	Q8TAT6
ENSP00000271638	P31949
ENSP00000426097	D6RHH7
ENSP00000274368	P24387
ENSP00000395975	E9PAW7
ENSP00000458350	I3L0U5
ENSP00000329360	Q6PK04
ENSP00000458167	P18545
ENSP00000461464	P18545
ENSP00000328412	P18545
ENSP00000340796	Q5BKZ1
ENSP00000359476	A0A0A0MRN4
ENSP00000359490	Q96PP9
ENSP00000363873	Q5BKU9
ENSP00000466256	I3L208
ENSP00000395832	C9JGJ7
ENSP00000359474	Q9NY43
ENSP00000256190	Q86WG5
ENSP00000316109	Q8N302
ENSP00000424733	Q8N302
ENSP00000435609	E9PJ89
ENSP00000338887	Q7L1W4
ENSP00000378093	Q7L1W4
ENSP00000435504	E9PJS7
ENSP00000415117	Q5VWA0
ENSP00000433422	E9PL08
ENSP00000405784	E9PMF9
ENSP00000359404	E9PEZ5
ENSP00000490913	A0A8V8SD95
ENSP00000486640	A0A0D9SFI9
ENSP00000399719	Q99684
ENSP00000294702	Q99684
ENSP00000359357	Q99684
ENSP00000484664	A0A087X235
ENSP00000396351	C9JD82
ENSP00000416714	C9JDL5
ENSP00000408625	C9JMP1
ENSP00000400002	C9J1F7
ENSP00000400199	C9J0Z0
ENSP00000410587	C9J3A0
ENSP00000414349	C9JLZ2
ENSP00000447394	F8VZ63
ENSP00000408138	C9JQ27
ENSP00000320430	Q8WXG8
ENSP00000483535	Q8WXG8
ENSP00000426768	Q8WXG8
ENSP00000484866	A0A087X2C2
ENSP00000482718	A0A087WZK6
ENSP00000359333	Q5T7M9
ENSP00000482478	A0A087WZ97
ENSP00000359410	Q8IUS5
ENSP00000359356	O60447
ENSP00000440826	O60447
ENSP00000359399	X6R7K4
ENSP00000443295	Q9Y483
ENSP00000359401	Q5VVC0
ENSP00000444962	Q9Y483
ENSP00000359321	Q9Y483
ENSP00000359326	Q9Y483
ENSP00000483279	Q5T7M9
ENSP00000359338	Q5T7N0
ENSP00000359385	Q92990
ENSP00000495589	A0A2R8Y6J3
ENSP00000469157	M0QXG8
ENSP00000359345	P46777
ENSP00000493811	A0A2R8Y4A2
ENSP00000359469	Q9H582
ENSP00000337008	Q9H582
ENSP00000340828	Q9H582
ENSP00000354659	Q9H582
ENSP00000446599	F8W0H2
ENSP00000476948	Q8IXW5
ENSP00000355318	Q5BKZ1
ENSP00000396000	Q01432
ENSP00000493971	A0A2R8Y4E6
ENSP00000321326	P25116
ENSP00000425720	D6RJD7
ENSP00000345446	O95263
ENSP00000330428	O95263
ENSP00000264917	O95263
ENSP00000345646	O95263
ENSP00000331336	O95263
ENSP00000426200	D6RH10
ENSP00000296677	P55085
ENSP00000425622	D6RJH3
ENSP00000359454	A2PYH4
ENSP00000483183	B4E3H0
ENSP00000458672	I3L196
ENSP00000460198	I3L196
ENSP00000459201	I3L4Z7
ENSP00000461674	I3L4Z7
ENSP00000458980	I3L196
ENSP00000255198	Q96IU2
ENSP00000427487	D6RIC4
ENSP00000331201	O14964
ENSP00000458987	I3L1P5
ENSP00000459685	I3L2H4
ENSP00000458603	I3L165
ENSP00000458775	I3L1E3
ENSP00000422861	D6R9W0
ENSP00000458930	I3L1L8
ENSP00000383558	P47871
ENSP00000460976	I3L454
ENSP00000460130	I3L326
ENSP00000333837	P52815
ENSP00000461324	B4DLN1
ENSP00000397369	C9JA44
ENSP00000408827	I3L4Q0
ENSP00000409009	C9JLW8
ENSP00000458707	C9JLW8
ENSP00000461433	I3L4Q0
ENSP00000445543	C9JLW8
ENSP00000460299	I3L3A7
ENSP00000458720	C9JLW8
ENSP00000459769	I3L2L5
ENSP00000460461	I3L4Q0
ENSP00000460329	I3L3C1
ENSP00000388900	C9JQ07
ENSP00000460100	I3L317
ENSP00000426398	G3XAL6
ENSP00000423461	O95263
ENSP00000409827	C9JQP7
ENSP00000234626	O00311
ENSP00000393139	O00311
ENSP00000398077	B1AMW7
ENSP00000446242	F6RGN5
ENSP00000328403	Q9UBX3
ENSP00000345580	Q9UBX3
ENSP00000331065	Q86WC6
ENSP00000459421	I3L267
ENSP00000461718	I3L514
ENSP00000327801	P07237
ENSP00000388374	H7BZ94
ENSP00000458300	I3L0S0
ENSP00000460285	I3L1Y5
ENSP00000461362	I3L4M2
ENSP00000460088	I3L1Y5
ENSP00000461791	I3NI03
ENSP00000480946	P0DME0
ENSP00000426499	H0YAA3
ENSP00000427291	D6RJA5
ENSP00000426937	D6RE66
ENSP00000423540	D6R9M1
ENSP00000422510	D6RBY6
ENSP00000296679	Q9HAD4
ENSP00000426141	D6RH33
ENSP00000422922	D6R9E7
ENSP00000424287	Q9HAD4
ENSP00000460741	I3L3U6
ENSP00000359305	Q9Y3A6
ENSP00000460612	I3L3P5
ENSP00000418992	Q9Y3A6
ENSP00000359303	B1AKT3
ENSP00000343377	Q5T9S5
ENSP00000383808	E9PFB9
ENSP00000463939	J3QQX2
ENSP00000269321	P52565
ENSP00000441348	P52565
ENSP00000464205	P52565
ENSP00000462960	J3KTF8
ENSP00000462209	J3KRY1
ENSP00000383556	P52565
ENSP00000461956	J3KRE2
ENSP00000436016	F2Z296
ENSP00000256178	Q9Y5Y7
ENSP00000421592	E9PB61
ENSP00000458143	Q9NYG5
ENSP00000460678	Q9NYG5
ENSP00000463640	Q9NYG5
ENSP00000339695	Q9NYG5
ENSP00000464403	J3QL35
ENSP00000462691	J3QL35
ENSP00000461648	Q9NYG5
ENSP00000460064	Q9NYG5
ENSP00000458265	Q9NYG5
ENSP00000349957	Q9NYG5
ENSP00000462250	J3QL35
ENSP00000459200	Q9NYG5
ENSP00000464615	Q9NYG5
ENSP00000463567	Q9NYG5
ENSP00000463889	J3QL35
ENSP00000376181	Q9NYG5
ENSP00000464519	J3QS46
ENSP00000463598	Q9NYG5
ENSP00000463357	J3QL35
ENSP00000458515	Q9NYG5
ENSP00000462527	J3KSK3
ENSP00000401205	Q9Y6F6
ENSP00000448278	Q9Y6F6
ENSP00000412130	Q9Y6F6
ENSP00000453013	Q9Y6F6
ENSP00000437784	Q9Y6F6
ENSP00000432436	Q9Y6F6
ENSP00000484031	A0A087X1B5
ENSP00000357791	Q86YZ3
ENSP00000391151	Q5T9S2
ENSP00000359275	Q5T0N5
ENSP00000271234	Q5T0N5
ENSP00000260506	Q5T0N5
ENSP00000357789	P20930
ENSP00000373370	Q5D862
ENSP00000429313	E5RIW3
ENSP00000429046	E5RJM1
ENSP00000369736	O75347
ENSP00000429083	E5RJD8
ENSP00000306362	O75347
ENSP00000429793	E5RHG6
ENSP00000481022	O15126
ENSP00000480865	A0A087WXB0
ENSP00000482491	A0A087WZA6
ENSP00000478205	A0A087WTX8
ENSP00000429288	E5RIX8
ENSP00000461824	I3NI19
ENSP00000332766	Q8NG41
ENSP00000439245	Q99447
ENSP00000331719	Q99447
ENSP00000442050	Q99447
ENSP00000459044	I3L1R7
ENSP00000461190	Q99447
ENSP00000458330	Q99447
ENSP00000458931	I3L1L9
ENSP00000433296	Q9Y6F6
ENSP00000255194	O00203
ENSP00000430597	O00203
ENSP00000255192	Q9H2M3
ENSP00000430278	Q9H2M3
ENSP00000459836	I3L2Q1
ENSP00000302814	Q5XKR4
ENSP00000458727	I3L1C4
ENSP00000479793	P32322
ENSP00000463352	J3QL32
ENSP00000463342	J3QL23
ENSP00000384949	P32322
ENSP00000463226	J3QKT4
ENSP00000386002	J3KQ22
ENSP00000463343	J3QL24
ENSP00000463601	J3QLK9
ENSP00000462398	J3KSA9
ENSP00000464440	J3QRZ0
ENSP00000463225	J3QKT3
ENSP00000328858	P32322
ENSP00000336579	P32322
ENSP00000385483	E2QRB3
ENSP00000485679	J3QL32
ENSP00000425906	Q6ZUX7
ENSP00000369702	Q6ZUX7
ENSP00000462892	J3KTA8
ENSP00000260502	O75815
ENSP00000359264	O75815
ENSP00000359263	O75815
ENSP00000359267	O75815
ENSP00000458805	I3L1F9
ENSP00000302176	Q9BZE9
ENSP00000462329	Q9BZE9
ENSP00000462218	J3KRY8
ENSP00000306625	Q9BZE9
ENSP00000274353	Q93088
ENSP00000428240	E5RJH0
ENSP00000461980	J3KRF7
ENSP00000461814	I3NI16
ENSP00000299613	P30291
ENSP00000402084	P30291
ENSP00000434446	E9PQ51
ENSP00000264914	P15848
ENSP00000434148	E9PRU3
ENSP00000359245	P78363
ENSP00000496882	A0A3B3IRV8
ENSP00000441343	O75815
ENSP00000464098	J3QR88
ENSP00000393412	Q6PIY7
ENSP00000379455	P15848
ENSP00000456339	A0A2U3U034
ENSP00000296783	Q6PIY7
ENSP00000397563	Q6PIY7
ENSP00000411010	Q5QJE6
ENSP00000306760	Q96CN5
ENSP00000464734	K7EIG3
ENSP00000387310	Q6P988
ENSP00000485330	A0A096LP07
ENSP00000462896	J3KTB0
ENSP00000302873	Q13098
ENSP00000376167	Q13098
ENSP00000463514	J3QLE8
ENSP00000485035	A8K070
ENSP00000464575	J3QS88
ENSP00000462391	J3KSA5
ENSP00000463690	J3QLT0
ENSP00000463381	J3QL53
ENSP00000462265	Q13098
ENSP00000313569	C9JFE4
ENSP00000485641	A0A096LPJ3
ENSP00000464571	J3QS84
ENSP00000461965	J3KRE8
ENSP00000462029	J3KRJ4
ENSP00000329466	Q9NRC8
ENSP00000461044	I3L480
ENSP00000260526	Q52LW3
ENSP00000464357	J3QRS1
ENSP00000463974	J3QR01
ENSP00000462015	A8MT69
ENSP00000302951	A8MT69
ENSP00000376168	A8MT69
ENSP00000386702	A6NDP7
ENSP00000484507	P48507
ENSP00000359258	P48507
ENSP00000326880	P28288
ENSP00000497921	A0A3B3ITW3
ENSP00000359233	P28288
ENSP00000350369	O15525
ENSP00000376173	O15525
ENSP00000434261	E9PRB3
ENSP00000359295	Q01658
ENSP00000359290	Q01658
ENSP00000459634	I3L2F8
ENSP00000433641	Q8N4M1
ENSP00000431836	Q8N4M1
ENSP00000432789	Q8N4M1
ENSP00000436661	E9PIC5
ENSP00000389143	Q8N4M1
ENSP00000271227	Q8N4M1
ENSP00000432880	H0YD35
ENSP00000421966	D6RAF2
ENSP00000379441	Q8N9B5
ENSP00000394770	Q8N3K9
ENSP00000441587	Q86YM6
ENSP00000334382	Q86YM7
ENSP00000282260	Q86YM7
ENSP00000430972	Q8TCC6
ENSP00000255189	Q9UI17
ENSP00000407905	C9JYG8
ENSP00000359237	Q52LW3
ENSP00000440081	Q15417
ENSP00000377752	Q15417
ENSP00000359225	Q15417
ENSP00000334145	P13726
ENSP00000359226	P13726
ENSP00000304283	P60763
ENSP00000463590	J3QLK0
ENSP00000462421	J3KSC4
ENSP00000428611	E5RHC4
ENSP00000359217	Q9UKA9
ENSP00000359216	Q9UKA9
ENSP00000412788	A0A7I2RVZ4
ENSP00000477024	Q9UKA9
ENSP00000401452	E9PDU6
ENSP00000426651	Q86YM7
ENSP00000464408	J3QRW3
ENSP00000463316	J3QL04
ENSP00000463354	J3QL34
ENSP00000303356	Q7Z4W1
ENSP00000462272	J3KS22
ENSP00000462226	J3KRZ4
ENSP00000307971	Q9Y644
ENSP00000402931	F5H3H7
ENSP00000410832	F8W7F3
ENSP00000463623	J3QLN0
ENSP00000475216	Q5T749
ENSP00000317895	Q6XPR3
ENSP00000476034	U3KQM4
ENSP00000475270	Q5T751
ENSP00000353203	Q5T7P3
ENSP00000463937	J3QQX0
ENSP00000303515	Q6P1R4
ENSP00000346280	Q6P1R4
ENSP00000488964	A0A0U1RQF0
ENSP00000304592	P49327
ENSP00000463180	J3QKP9
ENSP00000463509	J3QLE4
ENSP00000463962	J3QQZ0
ENSP00000463797	J3QQL9
ENSP00000359224	Q96F25
ENSP00000359211	Q12882
ENSP00000374292	Q2TAC2
ENSP00000376154	Q2TAC2
ENSP00000359222	Q96MV1
ENSP00000395364	C9JJM2
ENSP00000417043	C9J6J2
ENSP00000475025	S4R434
ENSP00000432284	E9PRI3
ENSP00000480425	A0A087WWQ4
ENSP00000357760	Q5T753
ENSP00000357759	Q5T753
ENSP00000316737	Q5T752
ENSP00000334187	Q5T754
ENSP00000388266	B7ZC83
ENSP00000434731	E9PNL2
ENSP00000304429	Q9UNH6
ENSP00000263177	Q32ZL2
ENSP00000359207	Q32ZL2
ENSP00000394913	A0AAA9X798
ENSP00000359204	Q7Z2D5
ENSP00000307107	Q12882
ENSP00000359221	Q9Y3V2
ENSP00000263893	Q9Y3V2
ENSP00000334869	Q5T7P2
ENSP00000464625	O15427
ENSP00000464625	J3QSC3
ENSP00000376152	O15427
ENSP00000462405	O15427
ENSP00000463912	J3QQV2
ENSP00000376150	O15427
ENSP00000463978	O15427
ENSP00000483212	O15427
ENSP00000482013	O15427
ENSP00000463005	J3KTI8
ENSP00000411070	A0A183
ENSP00000497579	P0DV60
ENSP00000497579	A0A3B3IT34
ENSP00000271835	Q9UBG3
ENSP00000357754	P49901
ENSP00000357753	P07476
ENSP00000263174	Q9NP74
ENSP00000473839	S4R313
ENSP00000324464	P48730
ENSP00000376146	P48730
ENSP00000463063	J3KTM6
ENSP00000381531	H7BYT1
ENSP00000463880	J3QQS9
ENSP00000464112	O15427
ENSP00000464112	J3QRA0
ENSP00000463757	J3QQI9
ENSP00000464326	J3QRP8
ENSP00000489514	A0A0U1RRG3
ENSP00000428640	E5RH96
ENSP00000278175	P35318
ENSP00000433062	E9PML4
ENSP00000436607	P35318
ENSP00000434354	E9PQT2
ENSP00000435124	P35318
ENSP00000434749	E9PML4
ENSP00000489808	A0A1B0GTR5
ENSP00000490553	A0A1B0GVK4
ENSP00000431438	E9PL83
ENSP00000436837	E9PQE6
ENSP00000287474	Q6ZNA5
ENSP00000496583	Q6ZNA5
ENSP00000359180	P35573
ENSP00000355106	P35573
ENSP00000294724	P35573
ENSP00000359184	P35573
ENSP00000359182	P35573
ENSP00000333952	Q5TCM9
ENSP00000357779	Q9UGL9
ENSP00000312027	P09564
ENSP00000463489	J3QLC7
ENSP00000463612	J3QLM0
ENSP00000464565	J3QS78
ENSP00000265981	Q8WVD5
ENSP00000434320	E9PQV2
ENSP00000435086	E9PLX2
ENSP00000464182	J3QRF1
ENSP00000463120	J3QKK2
ENSP00000462563	J3KSN0
ENSP00000462294	J3KS40
ENSP00000269389	Q8WVN6
ENSP00000463904	J3QQU6
ENSP00000463114	J3KTR4
ENSP00000440671	J3KR97
ENSP00000347719	Q9BTW9
ENSP00000269394	Q32MQ0
ENSP00000458389	I3L0W7
ENSP00000458365	I3L0V3
ENSP00000460949	I3L439
ENSP00000461167	I3L4D2
ENSP00000458556	I3L143
ENSP00000458599	I3L163
ENSP00000458535	I3L131
ENSP00000459063	I3L1S3
ENSP00000460450	I3L3H4
ENSP00000290722	Q96LB9
ENSP00000357691	Q9HCY8
ENSP00000340463	Q9HCY8
ENSP00000420296	Q9HCY8
ENSP00000357690	Q9HCY8
ENSP00000352672	Q96LB8
ENSP00000357728	Q96LB8
ENSP00000357778	Q5T5B0
ENSP00000320116	Q6PK18
ENSP00000330075	Q6PK18
ENSP00000489494	H0Y2X1
ENSP00000489034	H0Y2X1
ENSP00000488983	H0Y2X1
ENSP00000462529	Q9BQA9
ENSP00000464201	J3QRG5
ENSP00000489093	A0A0U1RQN8
ENSP00000463215	Q9BQA9
ENSP00000463215	J3QKS6
ENSP00000342228	H0Y2X1
ENSP00000307765	Q9BQA9
ENSP00000388909	Q9BQA9
ENSP00000401626	Q9BQA9
ENSP00000462956	J3KTF4
ENSP00000462515	J3KSJ5
ENSP00000464633	Q9BQA9
ENSP00000463846	Q9BQA9
ENSP00000463228	Q9BQA9
ENSP00000464080	Q9BQA9
ENSP00000357776	Q9BYE3
ENSP00000463475	J3QLB7
ENSP00000344822	Q99584
ENSP00000392767	Q99584
ENSP00000376398	Q99584
ENSP00000376399	Q99584
ENSP00000464442	J3QRZ2
ENSP00000334644	Q5T5A8
ENSP00000404290	Q68E01
ENSP00000318641	Q68E01
ENSP00000337854	Q8WVB3
ENSP00000332634	Q8WVB3
ENSP00000463129	J3QKL0
ENSP00000496193	Q8WVB3
ENSP00000335358	Q5TA77
ENSP00000464531	J3QS53
ENSP00000489807	A0A1B0GTR4
ENSP00000464385	J3QRU5
ENSP00000323516	Q9UKP6
ENSP00000463625	J3QLN1
ENSP00000331500	Q8NA77
ENSP00000425437	Q68E01
ENSP00000466184	K7ELR2
ENSP00000357727	P06702
ENSP00000357687	Q5T7Y6
ENSP00000357726	P80511
ENSP00000357721	P05109
ENSP00000357722	P05109
ENSP00000485061	Q5K4L6
ENSP00000433959	H0YDM5
ENSP00000271857	X6R3N0
ENSP00000292169	P23297
ENSP00000357685	Q5T7Y4
ENSP00000389708	Q5T7Y5
ENSP00000418193	Q96RM1
ENSP00000357737	Q9BYE4
ENSP00000353542	P22532
ENSP00000357747	P22532
ENSP00000357746	P22532
ENSP00000357745	P22532
ENSP00000357736	Q5T871
ENSP00000357764	Q5T750
ENSP00000295367	Q9UBC9
ENSP00000330391	Q9UBC9
ENSP00000402016	B1AN48
ENSP00000357733	Q5T870
ENSP00000357766	Q5TA78
ENSP00000357731	P23490
ENSP00000306461	P22528
ENSP00000458512	I3L120
ENSP00000376423	P35326
ENSP00000335006	Q5TA76
ENSP00000357744	P35325
ENSP00000357739	P22531
ENSP00000357740	P22531
ENSP00000332163	Q96PI1
ENSP00000357751	P35321
ENSP00000434025	H0YDP0
ENSP00000357773	Q5TA82
ENSP00000357718	Q86SG5
ENSP00000357717	Q86SG5
ENSP00000329008	Q86SG5
ENSP00000462856	J3KT84
ENSP00000357772	Q5TA81
ENSP00000357769	O14633
ENSP00000484038	A0A087X1B7
ENSP00000357679	Q9Y3Y2
ENSP00000357683	Q9Y3Y2
ENSP00000385228	Q9Y3Y2
ENSP00000357676	X6R700
ENSP00000357768	Q5TA79
ENSP00000357675	Q5T7Y7
ENSP00000357711	P31151
ENSP00000357712	P31151
ENSP00000462000	J3KRH3
ENSP00000283996	Q9UHQ1
ENSP00000309899	Q9UHQ1
ENSP00000414678	E7EP87
ENSP00000374656	Q9UHQ1
ENSP00000462792	J3KT43
ENSP00000335677	Q01167
ENSP00000432663	E9PPI7
ENSP00000464124	J3QRB0
ENSP00000462240	J3KS03
ENSP00000463347	J3QL28
ENSP00000464644	J3QSD9
ENSP00000376139	Q5MNZ6
ENSP00000424798	Q5HYI7
ENSP00000423600	Q5HYI7
ENSP00000423302	Q5HYI7
ENSP00000461785	Q12829
ENSP00000269347	J3KN64
ENSP00000438897	H0YFJ5
ENSP00000458638	I3L178
ENSP00000433167	E9PM37
ENSP00000269373	Q9HA64
ENSP00000459653	I3L2G3
ENSP00000460243	I3L378
ENSP00000300784	Q9H479
ENSP00000339730	P35443
ENSP00000337159	Q7Z3T8
ENSP00000422298	E7ES19
ENSP00000423663	Q7Z3T8
ENSP00000426848	Q7Z3T8
ENSP00000265080	O14827
ENSP00000282226	Q6UXP7
ENSP00000357644	Q8WXI9
ENSP00000489184	Q8WXI9
ENSP00000489595	A0A0U1RRM1
ENSP00000254035	P17540
ENSP00000423264	D6R998
ENSP00000410289	P17540
ENSP00000404203	P17540
ENSP00000427635	D6RHV3
ENSP00000491428	A0A1W2PP99
ENSP00000473589	P06703
ENSP00000357708	P06703
ENSP00000357709	P06703
ENSP00000422356	D6RC80
ENSP00000473547	R4GN98
ENSP00000339802	A5PLL1
ENSP00000426134	Q86VE9
ENSP00000421334	P00374
ENSP00000426237	Q86VE9
ENSP00000396308	P00374
ENSP00000426474	P00374
ENSP00000422732	B4DM58
ENSP00000461127	I3L4B6
ENSP00000319979	Q67FW5
ENSP00000265081	P20585
ENSP00000315731	Q641Q3
ENSP00000458566	Q641Q3
ENSP00000460798	Q641Q3
ENSP00000458275	I3L0R0
ENSP00000426530	D6RFL8
ENSP00000369611	Q9BXG8
ENSP00000357705	P26447
ENSP00000482909	B4DY09
ENSP00000357703	P26447
ENSP00000355011	Q12905
ENSP00000357704	P26447
ENSP00000346294	P26447
ENSP00000357707	P33763
ENSP00000357706	P33763
ENSP00000357465	Q5VZ19
ENSP00000271877	F8W726
ENSP00000357459	P55265
ENSP00000357467	Q5VZ19
ENSP00000355343	Q14157
ENSP00000345308	Q14157
ENSP00000497555	P55265
ENSP00000478447	Q14157
ENSP00000357456	P55265
ENSP00000389445	Q14157
ENSP00000497790	A0AAG2TPR9
ENSP00000497210	P55265
ENSP00000498137	P55265
ENSP00000497932	A0AAG2TPY2
ENSP00000431794	P55265
ENSP00000318355	Q96PS8
ENSP00000420341	Q96PS8
ENSP00000412637	Q8N567
ENSP00000254037	Q8N567
ENSP00000385047	Q8N567
ENSP00000369546	Q8N567
ENSP00000357674	O95295
ENSP00000271854	Q5VU65
ENSP00000484182	Q9NY26
ENSP00000271843	O76095
ENSP00000271850	J3KN67
ENSP00000348535	Q9NY26
ENSP00000357547	Q5VU65
ENSP00000357516	A0A2R2Y2Q3
ENSP00000349069	O76095
ENSP00000479421	Q9NY26
ENSP00000426306	D6RGJ6
ENSP00000357578	O76095
ENSP00000357612	Q9NY26
ENSP00000395250	O76095
ENSP00000357511	Q5VU69
ENSP00000357610	Q9NY26
ENSP00000309710	Q9NY26
ENSP00000392229	Q5T4K4
ENSP00000407717	Q5T4K2
ENSP00000426198	D6RH12
ENSP00000357507	Q9BWL3
ENSP00000354496	Q9BWL3
ENSP00000271925	Q9BWL3
ENSP00000357505	X6R6S3
ENSP00000357702	P33764
ENSP00000357701	P33764
ENSP00000357673	X6R6Z1
ENSP00000480103	A0A087WWB9
ENSP00000357564	P51153
ENSP00000357670	A0A0A0MRL0
ENSP00000489313	A0A0U1RR34
ENSP00000357697	P29034
ENSP00000473260	P29034
ENSP00000473489	R4GN49
ENSP00000357699	P29034
ENSP00000357698	P29034
ENSP00000489566	A0A0U1RRK3
ENSP00000443632	A0A0A0MTL8
ENSP00000357596	Q8TEY5
ENSP00000357635	E9PAK5
ENSP00000271889	Q8TEY5
ENSP00000354597	O75064
ENSP00000357590	Q5T4K9
ENSP00000357592	Q8TEY5
ENSP00000357589	Q8TEY5
ENSP00000402308	Q5T4L2
ENSP00000391847	Q5T4L1
ENSP00000357541	X6R6V8
ENSP00000477739	A0A087WTB5
ENSP00000411448	O00165
ENSP00000357470	P08887
ENSP00000435088	O00165
ENSP00000357490	Q5VU77
ENSP00000394920	Q5VYD6
ENSP00000340589	P08887
ENSP00000329002	O00165
ENSP00000423184	D6R9R8
ENSP00000492072	A0A1W2PQP6
ENSP00000357504	Q9BWL3
ENSP00000357502	X6R6F3
ENSP00000357696	Q5RHS7
ENSP00000480520	A0A087WWU8
ENSP00000357521	P06753
ENSP00000339035	P06753
ENSP00000341653	P06753
ENSP00000339378	Q5VU61
ENSP00000357520	P06753
ENSP00000307712	P06753
ENSP00000357517	P06753
ENSP00000357518	P06753
ENSP00000357475	A0A5K1VW70
ENSP00000357472	P98198
ENSP00000292211	Q7Z7E8
ENSP00000357669	P16066
ENSP00000357461	P17787
ENSP00000490474	A0A1B0GVD7
ENSP00000389717	Q5VU79
ENSP00000415310	Q5VU80
ENSP00000399920	Q5VU81
ENSP00000389052	Q5VU78
ENSP00000357693	Q96FQ6
ENSP00000357695	Q96FQ6
ENSP00000357692	Q96FQ6
ENSP00000357694	Q96FQ6
ENSP00000490635	A0A1B0GVS4
ENSP00000357619	Q5T4K5
ENSP00000357622	Q53ET0
ENSP00000433951	E9PIQ7
ENSP00000497793	P55265
ENSP00000497793	A0A3B3ITG9
ENSP00000357448	Q96AQ6
ENSP00000357445	Q5T173
ENSP00000357450	Q96AQ6
ENSP00000357441	Q5T171
ENSP00000317296	Q8NFF5
ENSP00000357442	Q9BRQ0
ENSP00000481848	A0A087WYJ0
ENSP00000357417	Q8NFF5
ENSP00000354764	Q9UGI6
ENSP00000357416	Q8NFF5
ENSP00000351295	Q9UGI6
ENSP00000292180	Q8NFF5
ENSP00000357418	Q5T196
ENSP00000271915	Q9UGI6
ENSP00000311083	P61024
ENSP00000357424	Q9BZU3
ENSP00000357421	Q5T179
ENSP00000307369	Q5VZ18
ENSP00000357430	P29353
ENSP00000401303	P29353
ENSP00000357434	X6R6D0
ENSP00000357438	P29353
ENSP00000357435	P29353
ENSP00000295530	Q5T191
ENSP00000404908	Q5T188
ENSP00000426183	P81877
ENSP00000425146	H0Y9V4
ENSP00000424561	H0Y9M5
ENSP00000423969	P81877
ENSP00000424657	P81877
ENSP00000322977	P81877
ENSP00000483921	A0A087X159
ENSP00000303246	Q8WYK0
ENSP00000398864	Q5T187
ENSP00000422961	P81877
ENSP00000357452	Q15126
ENSP00000398441	Q5T182
ENSP00000282268	Q13426
ENSP00000342011	Q13426
ENSP00000379344	Q13426
ENSP00000422756	D6RAC5
ENSP00000421491	Q13426
ENSP00000425959	E9PF17
ENSP00000265077	P13611
ENSP00000342768	P13611
ENSP00000396162	Q5T181
ENSP00000487538	A0A0D9SGI5
ENSP00000421498	B7Z6T3
ENSP00000426665	Q06413
ENSP00000426354	E9PCX5
ENSP00000296595	Q8NDZ6
ENSP00000422390	A0A0R4J2G5
ENSP00000421733	D6RAK4
ENSP00000425636	D6RJG6
ENSP00000425991	B7Z6A5
ENSP00000490241	Q06413
ENSP00000424606	Q06413
ENSP00000486554	Q06413
ENSP00000490473	Q06413
ENSP00000486490	A0A0D9SFD0
ENSP00000423597	Q06413
ENSP00000487157	A0A0D9SG58
ENSP00000486932	A0A0D9SFV9
ENSP00000487437	A0A0D9SGF3
ENSP00000487184	D8L7E9
ENSP00000487311	Q06413
ENSP00000421925	Q06413
ENSP00000340062	P13611
ENSP00000274376	P20936
ENSP00000340874	Q06413
ENSP00000389610	Q06413
ENSP00000490354	A0A1B0GV32
ENSP00000421362	P13611
ENSP00000490630	Q06413
ENSP00000487430	Q06413
ENSP00000396219	Q06413
ENSP00000421628	Q8WYK0
ENSP00000411221	P20936
ENSP00000422008	P20936
ENSP00000420905	E9PGC0
ENSP00000422071	D6R9I7
ENSP00000420900	D6RDJ2
ENSP00000296674	P62266
ENSP00000427043	D6RD47
ENSP00000425865	D6RD47
ENSP00000425833	D6RIX0
ENSP00000424200	D6RBE8
ENSP00000424707	Q8TBQ9
ENSP00000282185	Q9H0Y0
ENSP00000404938	Q9H0Y0
ENSP00000425182	Q9H0Y0
ENSP00000426251	D6RGZ6
ENSP00000425225	D6RDX3
ENSP00000426715	Q86W61
ENSP00000347309	Q9H0Y0
ENSP00000433664	P78344
ENSP00000433664	D3DQV9
ENSP00000433371	P78344
ENSP00000433371	D3DQV9
ENSP00000434815	H0YE22
ENSP00000340281	P78344
ENSP00000340281	D3DQV9
ENSP00000379778	P78344
ENSP00000379778	H0Y3P2
ENSP00000433561	E9PKF8
ENSP00000355013	Q6PD62
ENSP00000431458	H0YCE8
ENSP00000431583	H0YCH5
ENSP00000421726	D6RAK7
ENSP00000423836	D6RC59
ENSP00000274341	P10915
ENSP00000422592	D6RBS1
ENSP00000421341	D6RG04
ENSP00000426610	D6RFI7
ENSP00000422522	D6RBX9
ENSP00000432325	E9PRG4
ENSP00000422340	D6RC89
ENSP00000423826	D6RC63
ENSP00000423656	D6R942
ENSP00000485972	A0A0D9SET2
ENSP00000296591	O43854
ENSP00000369483	O43854
ENSP00000426075	D6RHI7
ENSP00000426454	D6RG18
ENSP00000256897	P51946
ENSP00000392618	A0A1X7SBU6
ENSP00000384582	Q8WXG9
ENSP00000433121	H0YD77
ENSP00000435523	H0YEC5
ENSP00000434940	H0YE44
ENSP00000247655	P15954
ENSP00000425759	P15954
ENSP00000422012	D6R9Z7
ENSP00000431511	H0YCF8
ENSP00000433335	H0YDC0
ENSP00000436235	H0YEN8
ENSP00000427286	D6RJA7
