From	To
P67812	ENSP00000268220.7
P67812	ENSP00000413121.3
P67812	ENSP00000452697.1
P67812	ENSP00000452684.1
P55210	ENSP00000298701.7
P55210	ENSP00000358321.1
P55210	ENSP00000358324.4
P55210	ENSP00000358337.3
P55210	ENSP00000398107.2
P55210	ENSP00000478285.1
P55210	ENSP00000480584.1
P55210	ENSP00000478999.1
P48507	ENSP00000359258.3
P48507	ENSP00000484507.1
P48506	ENSP00000497574.1
Q9C0K7	ENSP00000194530.3
Q9C0K7	ENSP00000376080.2
Q9NPI6	ENSP00000476046.2
Q9NPI6	ENSP00000476386.1
Q96IG2	ENSP00000264658.6
Q96IG2	ENSP00000377832.3
Q96IG2	ENSP00000462271.1
P16234	ENSP00000257290.5
P16234	ENSP00000425648.1
P16234	ENSP00000424218.1
P09619	ENSP00000261799.4
Q9NRA1	ENSP00000410048.2
Q9NRA1	ENSP00000422464.1
Q9GZP0	ENSP00000302193.5
Q9GZP0	ENSP00000376865.2
Q92696	ENSP00000216840.6
Q92696	ENSP00000382341.3
Q92696	ENSP00000494636.1
Q92696	ENSP00000496595.1
P53611	ENSP00000317473.3
P69891	ENSP00000327431.4
P33993	ENSP00000307288.5
P33993	ENSP00000344006.6
P33992	ENSP00000216122.3
Q14566	ENSP00000264156.2
P49736	ENSP00000265056.7
P25205	ENSP00000472940.2
P25205	ENSP00000480987.1
P33991	ENSP00000262105.2
P33991	ENSP00000496964.1
Q9UBS5	ENSP00000348248.3
Q9UBS5	ENSP00000366211.4
Q9UBS5	ENSP00000366215.4
Q9UBS5	ENSP00000366233.4
Q9UBS5	ENSP00000373029.4
Q9UBS5	ENSP00000373033.4
Q9UBS5	ENSP00000373034.4
Q9UBS5	ENSP00000373035.3
Q9UBS5	ENSP00000373132.4
Q9UBS5	ENSP00000373133.4
Q9UBS5	ENSP00000373134.4
Q9UBS5	ENSP00000373135.2
Q9UBS5	ENSP00000406499.2
Q9UBS5	ENSP00000391572.1
Q9UBS5	ENSP00000399861.1
Q9UBS5	ENSP00000388035.2
Q9UBS5	ENSP00000411286.2
Q9UBS5	ENSP00000412167.2
Q9UBS5	ENSP00000406285.1
Q9UBS5	ENSP00000406066.1
Q9UBS5	ENSP00000399318.2
Q9UBS5	ENSP00000394528.2
Q9UBS5	ENSP00000405709.1
Q9UBS5	ENSP00000411263.1
Q9UBS5	ENSP00000408938.2
Q9UBS5	ENSP00000416903.2
Q9UBS5	ENSP00000419755.2
Q9UBS5	ENSP00000419061.1
Q9UBS5	ENSP00000448999.1
Q9UBS5	ENSP00000448531.1
Q9UBS5	ENSP00000446983.1
Q9UBS5	ENSP00000448654.1
Q9UBS5	ENSP00000449342.1
Q9UBS5	ENSP00000449449.1
Q9UBS5	ENSP00000516435.1
O75899	ENSP00000259455.2
Q12809	ENSP00000262186.5
Q12809	ENSP00000328531.4
P15382	ENSP00000337255.3
P15382	ENSP00000382225.1
P15382	ENSP00000382226.2
P15382	ENSP00000382228.3
P15382	ENSP00000416258.2
P15382	ENSP00000412498.1
P15382	ENSP00000478215.1
P15382	ENSP00000483895.1
Q9Y6J6	ENSP00000290310.2
Q15853	ENSP00000222305.2
Q15853	ENSP00000340633.4
Q15853	ENSP00000368429.3
Q15853	ENSP00000471099.1
P22415	ENSP00000356999.1
P22415	ENSP00000357000.3
Q9Y496	ENSP00000368020.3
O15066	ENSP00000364864.3
Q13319	ENSP00000304250.4
O60896	ENSP00000242249.4
O60896	ENSP00000419012.1
P54289	ENSP00000349320.3
P54289	ENSP00000409374.2
Q13698	ENSP00000355192.3
Q02641	ENSP00000345461.5
Q02641	ENSP00000377840.3
Q02641	ENSP00000377847.3
Q06432	ENSP00000226021.3
Q13936	ENSP00000341092.3
Q13936	ENSP00000266376.6
Q13936	ENSP00000382500.1
Q13936	ENSP00000382504.1
Q13936	ENSP00000382506.1
Q13936	ENSP00000382510.1
Q13936	ENSP00000382512.1
Q13936	ENSP00000382515.1
Q13936	ENSP00000382530.1
Q13936	ENSP00000382537.1
Q13936	ENSP00000382546.1
Q13936	ENSP00000382547.1
Q13936	ENSP00000382549.1
Q13936	ENSP00000382552.1
Q13936	ENSP00000382557.1
Q13936	ENSP00000382563.1
Q13936	ENSP00000385724.3
Q13936	ENSP00000494999.1
Q13936	ENSP00000494095.1
Q13936	ENSP00000496049.1
Q13936	ENSP00000496458.1
Q13936	ENSP00000495576.1
Q13936	ENSP00000494782.1
Q13936	ENSP00000494058.1
Q13936	ENSP00000494765.1
Q13936	ENSP00000496749.1
Q13936	ENSP00000494420.1
Q13936	ENSP00000496681.1
Q13936	ENSP00000494018.1
Q13936	ENSP00000493890.1
Q13936	ENSP00000493573.1
Q13936	ENSP00000495080.1
Q13936	ENSP00000493781.1
Q13936	ENSP00000495678.1
Q13936	ENSP00000507309.1
Q13936	ENSP00000507169.1
Q13936	ENSP00000518305.1
Q13936	ENSP00000518307.1
Q08289	ENSP00000282343.8
Q08289	ENSP00000320025.8
Q08289	ENSP00000344474.6
Q08289	ENSP00000366532.4
Q08289	ENSP00000366536.3
Q08289	ENSP00000366546.4
Q08289	ENSP00000379821.2
Q08289	ENSP00000496203.1
O14782	ENSP00000264712.3
O14782	ENSP00000385030.1
Q92845	ENSP00000354560.2
Q92845	ENSP00000356739.1
Q92845	ENSP00000356741.1
Q92845	ENSP00000444622.1
Q16526	ENSP00000008527.5
O15055	ENSP00000254657.3
O15055	ENSP00000516757.1
O15055	ENSP00000516758.1
Q49AN0	ENSP00000397419.2
Q49AN0	ENSP00000484684.1
O15534	ENSP00000314420.4
O15534	ENSP00000346979.5
P56645	ENSP00000355031.2
P56645	ENSP00000366755.3
P56645	ENSP00000482093.1
O75586	ENSP00000256379.5
O75586	ENSP00000413343.2
O75586	ENSP00000394502.2
Q96G25	ENSP00000290663.6
Q96G25	ENSP00000361533.4
Q96G25	ENSP00000361535.4
O95402	ENSP00000263390.3
O95402	ENSP00000484490.1
Q9Y3C7	ENSP00000225728.3
Q15648	ENSP00000300651.6
Q15648	ENSP00000377828.3
Q9BTT4	ENSP00000255764.3
Q9BTT4	ENSP00000517281.1
Q71SY5	ENSP00000326767.5
Q71SY5	ENSP00000437496.1
Q9Y2X0	ENSP00000308528.4
Q9Y2X0	ENSP00000325612.1
Q9Y2X0	ENSP00000379153.1
O75448	ENSP00000348610.3
O75448	ENSP00000377685.2
O75448	ENSP00000377686.2
Q96RN5	ENSP00000263205.7
Q96RN5	ENSP00000292733.7
Q96RN5	ENSP00000372434.2
O60244	ENSP00000323720.1
Q6P2C8	ENSP00000292035.5
Q6P2C8	ENSP00000349530.3
Q6P2C8	ENSP00000477136.1
A0JLT2	ENSP00000337340.4
A0JLT2	ENSP00000493863.2
Q15528	ENSP00000342343.5
Q15528	ENSP00000482438.1
Q15528	ENSP00000478773.1
Q15528	ENSP00000481493.1
Q15528	ENSP00000485715.1
Q15528	ENSP00000485880.1
Q15528	ENSP00000486722.1
Q15528	ENSP00000487580.1
Q9P086	ENSP00000293777.5
Q9H204	ENSP00000237380.6
Q9BUE0	ENSP00000362948.4
Q9BUE0	ENSP00000381963.2
Q9BUE0	ENSP00000494184.1
Q9BUE0	ENSP00000494048.1
Q9NVC6	ENSP00000251871.3
O43513	ENSP00000286317.5
O43513	ENSP00000401046.1
Q9NPJ6	ENSP00000258648.2
Q9NPJ6	ENSP00000367849.1
Q9NWA0	ENSP00000268711.3
Q9NX70	ENSP00000314343.5
Q9NX70	ENSP00000472501.2
Q96HR3	ENSP00000297347.3
Q96HR3	ENSP00000431051.1
Q9H944	ENSP00000265350.4
Q9H944	ENSP00000386816.1
Q13503	ENSP00000282892.3
Q9ULK4	ENSP00000346588.4
Q9ULK4	ENSP00000357032.4
Q9ULK4	ENSP00000357039.3
Q9ULK4	ENSP00000357047.3
Q9ULK4	ENSP00000445072.1
O15516	ENSP00000308741.4
O15516	ENSP00000370723.1
O15516	ENSP00000426983.1
O00327	ENSP00000374357.4
O00327	ENSP00000385915.2
O00327	ENSP00000384517.1
O00327	ENSP00000385897.3
O00327	ENSP00000385581.4
O00327	ENSP00000433571.2
Q8WYA1	ENSP00000261178.5
Q8WYA1	ENSP00000266503.5
Q8WYA1	ENSP00000312247.5
Q8WYA1	ENSP00000379238.2
Q8WYA1	ENSP00000445836.1
Q8WYA1	ENSP00000442438.1
Q8WYA1	ENSP00000438545.1
P49336	ENSP00000370938.3
Q9NZV8	ENSP00000333496.4
Q9NS61	ENSP00000239117.3
Q9NS61	ENSP00000344169.4
Q9NS61	ENSP00000239118.6
Q9NS61	ENSP00000341624.3
Q9NS61	ENSP00000349055.2
Q9NS61	ENSP00000350733.3
Q9NS61	ENSP00000411679.1
Q9NS61	ENSP00000420040.1
Q9UK17	ENSP00000306923.4
Q9UK17	ENSP00000319591.2
Q9UK17	ENSP00000358711.1
Q9NZI2	ENSP00000329686.4
Q9NZI2	ENSP00000366577.4
Q9NZI2	ENSP00000395323.1
Q9NZI2	ENSP00000414886.1
Q9NZI2	ENSP00000431102.1
Q9BWU1	ENSP00000317665.3
Q9BWU1	ENSP00000357907.3
Q9Y6K9	ENSP00000390368.3
Q9Y6K9	ENSP00000394934.2
Q9Y6K9	ENSP00000395205.2
Q9Y6K9	ENSP00000471166.1
Q9Y6K9	ENSP00000479662.1
Q9Y6K9	ENSP00000478616.1
Q9Y6K9	ENSP00000483825.1
O15111	ENSP00000359424.6
O14920	ENSP00000430684.1
P51787	ENSP00000155840.2
P51787	ENSP00000334497.5
Q9NYP9	ENSP00000290130.3
O43482	ENSP00000220514.3
P45379	ENSP00000356287.5
P45379	ENSP00000356289.2
P45379	ENSP00000408731.2
P45379	ENSP00000395163.2
P45379	ENSP00000402238.3
P45379	ENSP00000422031.1
P45379	ENSP00000499593.1
P45379	ENSP00000499418.1
P45379	ENSP00000519590.1
P63316	ENSP00000232975.3
P19429	ENSP00000341838.5
P08238	ENSP00000325875.3
P08238	ENSP00000360609.1
P08238	ENSP00000360709.5
P08238	ENSP00000481908.1
Q16543	ENSP00000222005.1
P07900	ENSP00000216281.8
P07900	ENSP00000335153.7
Q9UKT7	ENSP00000347834.5
Q9UKC9	ENSP00000417601.1
Q13309	ENSP00000274254.5
Q13309	ENSP00000274255.6
P26678	ENSP00000350132.5
Q9NYB0	ENSP00000300086.4
P60510	ENSP00000279387.7
P60510	ENSP00000455995.1
Q9NY27	ENSP00000349124.5
Q15825	ENSP00000276410.3
Q15825	ENSP00000433871.1
Q70Z44	ENSP00000371929.3
Q70Z44	ENSP00000405409.2
Q70Z44	ENSP00000389268.1
A5X5Y0	ENSP00000335511.2
A5X5Y0	ENSP00000401444.2
A5X5Y0	ENSP00000401900.2
A5X5Y0	ENSP00000395833.2
A5X5Y0	ENSP00000406050.2
Q8WXA8	ENSP00000322617.1
P37088	ENSP00000228916.2
P37088	ENSP00000353292.3
P37088	ENSP00000438739.1
P51168	ENSP00000302874.5
P51168	ENSP00000345751.2
P51170	ENSP00000300061.2
P51172	ENSP00000321594.8
P51172	ENSP00000339504.2
P51172	ENSP00000368411.5
P51172	ENSP00000383717.3
Q00536	ENSP00000276052.6
Q00536	ENSP00000349762.4
Q00536	ENSP00000405798.2
Q00536	ENSP00000429751.1
Q9BXS0	ENSP00000382077.1
Q9BXS0	ENSP00000382083.1
P35249	ENSP00000296273.2
P35249	ENSP00000376272.2
P35250	ENSP00000055077.3
P35250	ENSP00000275627.3
P35251	ENSP00000261424.4
P35251	ENSP00000371321.1
P40937	ENSP00000376325.2
P40937	ENSP00000408295.2
P40938	ENSP00000369411.3
P40938	ENSP00000401001.1
P24821	ENSP00000265131.4
P24821	ENSP00000443478.1
P12004	ENSP00000368438.5
P12004	ENSP00000368458.3
P13671	ENSP00000263413.3
P13671	ENSP00000338861.5
Q12830	ENSP00000307208.6
Q12830	ENSP00000315454.4
Q92993	ENSP00000340330.4
Q92993	ENSP00000344955.4
Q92993	ENSP00000366245.3
Q92993	ENSP00000434765.1
Q9NXR8	ENSP00000320566.5
Q9NXR8	ENSP00000341697.5
Q9NXR8	ENSP00000410406.1
Q9HAF1	ENSP00000296214.5
Q9HAF1	ENSP00000362164.4
Q9HAF1	ENSP00000362166.2
Q9HAF1	ENSP00000394966.2
O15294	ENSP00000362805.3
O15294	ENSP00000362824.3
Q9P2N6	ENSP00000414426.1
Q9P2N6	ENSP00000396749.1
Q9P2N6	ENSP00000499674.1
P0C1Z6	ENSP00000375638.1
P0C1Z6	ENSP00000375639.1
P0C1Z6	ENSP00000484338.1
P0C1Z6	ENSP00000481443.1
P0C1Z6	ENSP00000482185.1
P0C1Z6	ENSP00000482785.1
P0C1Z6	ENSP00000480353.1
P0C1Z6	ENSP00000483971.1
P0C1Z6	ENSP00000483417.1
P0C1Z6	ENSP00000480169.1
P0C1Z6	ENSP00000477775.1
P0C1Z6	ENSP00000484685.1
P25490	ENSP00000262238.4
Q53TQ3	ENSP00000384198.1
Q53TQ3	ENSP00000490850.1
Q9C086	ENSP00000233331.7
P62699	ENSP00000261353.4
P62699	ENSP00000368834.3
P62699	ENSP00000368835.3
P62699	ENSP00000383974.3
P62699	ENSP00000385278.1
Q7L5Y9	ENSP00000264750.6
Q7L5Y9	ENSP00000302830.4
Q8IUR7	ENSP00000351221.2
Q8IUR7	ENSP00000420706.1
Q8IUR7	ENSP00000419413.1
Q8IUR7	ENSP00000420440.1
Q8IUR7	ENSP00000420333.1
Q8IUR7	ENSP00000417304.1
Q8IUR7	ENSP00000441592.1
Q8IVV7	ENSP00000268719.4
Q96S59	ENSP00000011619.3
Q9H7D7	ENSP00000504428.1
Q9H871	ENSP00000283632.4
Q9NWU2	ENSP00000266069.3
Q9UL63	ENSP00000323527.6
Q9BTC8	ENSP00000385823.1
Q9BTC8	ENSP00000385045.3
Q9UBB5	ENSP00000256429.3
Q9UBB5	ENSP00000464554.1
Q9NXR7	ENSP00000339371.2
Q9NXR7	ENSP00000343412.2
Q9NXR7	ENSP00000354699.2
Q9NXR7	ENSP00000368945.1
Q9NXR7	ENSP00000368953.2
O43257	ENSP00000304593.2
O95619	ENSP00000247843.2
Q15906	ENSP00000346464.4
Q15906	ENSP00000357887.5
Q6ZRS2	ENSP00000262518.4
Q6ZRS2	ENSP00000405186.3
Q6ZRS2	ENSP00000516346.1
Q9GZN1	ENSP00000188312.2
Q9NPF5	ENSP00000312697.5
Q9NPF5	ENSP00000354697.6
Q9NPF5	ENSP00000361363.2
Q15014	ENSP00000353643.1
Q15014	ENSP00000415476.2
Q15014	ENSP00000391969.2
Q15014	ENSP00000410532.1
Q52LR7	ENSP00000258484.6
Q96L91	ENSP00000374212.2
Q9H0E9	ENSP00000230901.5
Q9H0E9	ENSP00000254900.5
Q9H0E9	ENSP00000394330.2
Q9Y4A5	ENSP00000347733.3
Q9Y4A5	ENSP00000352925.4
O75486	ENSP00000360514.1
O75486	ENSP00000360515.1
O75486	ENSP00000436411.1
O75529	ENSP00000258281.2
O75529	ENSP00000355635.3
Q8IYH5	ENSP00000359834.1
Q8IYH5	ENSP00000359837.3
Q96ES7	ENSP00000316114.3
Q9H8E8	ENSP00000366909.3
Q9H8E8	ENSP00000392318.2
Q9H8E8	ENSP00000424752.2
Q9H8E8	ENSP00000425909.2
Q9H8E8	ENSP00000503493.1
Q9H8E8	ENSP00000503109.1
Q9H8E8	ENSP00000504050.1
Q9H8E8	ENSP00000504276.1
Q9NS73	ENSP00000324444.5
Q9NS73	ENSP00000352517.5
Q9NS73	ENSP00000399718.2
Q9ULM3	ENSP00000306983.5
Q9UQP3	ENSP00000239462.4
P22105	ENSP00000364393.3
P22105	ENSP00000407685.1
P22105	ENSP00000447694.2
P22105	ENSP00000448326.2
P22105	ENSP00000496448.1
Q92752	ENSP00000356646.1
O75534	ENSP00000261443.5
O75534	ENSP00000342408.6
O75534	ENSP00000351329.4
O75534	ENSP00000358543.1
O75534	ENSP00000407724.3
O75534	ENSP00000432958.1
O75534	ENSP00000481762.1
O75534	ENSP00000510656.1
O75534	ENSP00000508776.1
O75534	ENSP00000509507.1
O75534	ENSP00000508995.1
O75534	ENSP00000508874.1
O75534	ENSP00000510376.1
O75534	ENSP00000509808.1
O75534	ENSP00000510208.1
O75534	ENSP00000510042.1
P11940	ENSP00000313007.5
P11940	ENSP00000430012.2
P11940	ENSP00000428749.2
P11940	ENSP00000429119.2
P11940	ENSP00000428840.2
P11940	ENSP00000429790.2
P11940	ENSP00000429892.2
Q14103	ENSP00000313199.7
Q14103	ENSP00000305860.6
Q14103	ENSP00000313327.6
Q14103	ENSP00000422615.2
Q14103	ENSP00000421952.2
Q14103	ENSP00000515597.1
Q9H074	ENSP00000302768.3
Q9H074	ENSP00000339622.4
Q9H074	ENSP00000387729.2
Q6UVJ0	ENSP00000287482.5
A8K0Z3	ENSP00000485627.1
A8K0Z3	ENSP00000512441.1
Q12768	ENSP00000318016.7
Q2M389	ENSP00000328062.6
Q9Y3C0	ENSP00000240079.6
Q9Y4E1	ENSP00000363482.2
Q9Y4E1	ENSP00000442128.1
Q9Y4E1	ENSP00000439811.1
Q9Y4E1	ENSP00000485513.1
Q6STE5	ENSP00000262188.8
Q6STE5	ENSP00000349254.2
Q6STE5	ENSP00000376558.2
Q8TAQ2	ENSP00000267064.4
Q8TAQ2	ENSP00000302919.4
Q8TAQ2	ENSP00000377591.3
Q92925	ENSP00000318451.10
Q92925	ENSP00000392617.2
Q969G3	ENSP00000466608.2
Q969G3	ENSP00000323967.6
Q969G3	ENSP00000367039.4
Q969G3	ENSP00000411607.2
Q969G3	ENSP00000392958.2
Q969G3	ENSP00000464511.1
Q969G3	ENSP00000494771.1
Q969G3	ENSP00000496094.1
Q969G3	ENSP00000496097.1
Q969G3	ENSP00000496445.1
Q96GM5	ENSP00000370924.4
Q96GM5	ENSP00000378414.4
Q641Q2	ENSP00000282633.5
Q641Q2	ENSP00000344037.6
Q92784	ENSP00000370614.4
Q92784	ENSP00000450518.1
Q92784	ENSP00000481992.1
Q4VC05	ENSP00000261822.5
Q4VC05	ENSP00000445868.1
Q8WUZ0	ENSP00000215115.4
Q8WUZ0	ENSP00000369674.4
Q92785	ENSP00000399714.2
Q92785	ENSP00000436901.1
Q9BQE9	ENSP00000223368.2
Q9BQE9	ENSP00000393230.1
Q68CP9	ENSP00000335044.6
Q9NPI1	ENSP00000378180.3
Q9NPI1	ENSP00000378181.2
Q92782	ENSP00000347716.5
Q92782	ENSP00000412098.1
Q92782	ENSP00000391884.1
Q92782	ENSP00000397354.3
P14543	ENSP00000264187.6
P14543	ENSP00000355554.3
P25391	ENSP00000374309.3
P24043	ENSP00000400365.2
P55268	ENSP00000307156.4
P55268	ENSP00000388325.1
P78527	ENSP00000313420.3
P78527	ENSP00000345182.4
Q5T200	ENSP00000242848.4
Q5T200	ENSP00000282007.3
Q69YN4	ENSP00000297591.5
Q69YN4	ENSP00000398390.2
Q75N03	ENSP00000222597.2
Q75N03	ENSP00000401277.2
Q9HAD4	ENSP00000296679.4
Q9HAD4	ENSP00000424287.1
Q15532	ENSP00000269137.7
Q15532	ENSP00000414516.2
Q9H8M2	ENSP00000419765.1
Q9H8M2	ENSP00000419845.1
Q9NZM4	ENSP00000379946.2
Q9NZM4	ENSP00000469738.2
Q9NZM4	ENSP00000480219.2
Q6AI39	ENSP00000313933.4
Q6AI39	ENSP00000377723.1
Q92542	ENSP00000294785.5
Q96BI3	ENSP00000353380.4
Q96BI3	ENSP00000358105.3
Q96BI3	ENSP00000397473.2
Q9NZ42	ENSP00000222266.1
Q9NZ42	ENSP00000468411.1
Q8WW43	ENSP00000261879.5
Q8WW43	ENSP00000369700.4
O60934	ENSP00000265433.4
O60934	ENSP00000513229.1
O60934	ENSP00000513245.1
P49959	ENSP00000325863.4
P49959	ENSP00000326094.3
P49959	ENSP00000385614.3
Q92878	ENSP00000368100.4
Q99708	ENSP00000323050.5
Q99708	ENSP00000382628.2
Q99708	ENSP00000382630.2
O75419	ENSP00000263201.2
O75419	ENSP00000384978.3
O75419	ENSP00000405726.2
O15504	ENSP00000258742.5
O15504	ENSP00000415511.1
P12270	ENSP00000356448.3
P12270	ENSP00000483425.1
P49790	ENSP00000262077.3
P49790	ENSP00000444029.1
P49790	ENSP00000478627.1
P78406	ENSP00000360286.2
P78406	ENSP00000379181.2
P78406	ENSP00000379182.2
Q53GS7	ENSP00000308622.5
Q53GS7	ENSP00000361856.4
Q8TEM1	ENSP00000254508.5
Q9BTX1	ENSP00000360483.3
Q9NRG9	ENSP00000209873.4
Q9NRG9	ENSP00000377908.3
Q9NRG9	ENSP00000517437.1
Q9NRG9	ENSP00000517438.1
Q9UKX7	ENSP00000345895.3
Q9UKX7	ENSP00000379403.2
Q9UKX7	ENSP00000385555.2
O60645	ENSP00000323377.5
O60645	ENSP00000425587.1
Q8IYI6	ENSP00000355605.2
Q9UPT5	ENSP00000333806.4
Q9UPT5	ENSP00000334100.6
Q9UPT5	ENSP00000404322.2
Q9UPT5	ENSP00000468404.1
Q9UPT5	ENSP00000489266.1
O95876	ENSP00000272321.7
O95876	ENSP00000381552.3
O95876	ENSP00000387222.3
Q9BT04	ENSP00000313309.4
Q9BT04	ENSP00000435177.1
Q9ULD6	ENSP00000334003.5
Q9ULD6	ENSP00000426287.1
Q9ULD6	ENSP00000421995.1
Q8N4P2	ENSP00000386181.2
Q9H7X7	ENSP00000320359.4
Q9H7X7	ENSP00000392087.1
Q9H7X7	ENSP00000390770.2
Q9H7X7	ENSP00000429648.1
Q9H7X7	ENSP00000429202.1
Q9H7X7	ENSP00000478948.1
O43237	ENSP00000258198.2
O43237	ENSP00000394289.2
P63167	ENSP00000242577.6
P63167	ENSP00000376296.2
P63167	ENSP00000376297.2
P63167	ENSP00000447907.1
P63167	ENSP00000446614.1
P63172	ENSP00000356056.3
Q13409	ENSP00000339430.4
Q13409	ENSP00000380308.3
Q13409	ENSP00000386397.1
Q13409	ENSP00000386591.1
Q13409	ENSP00000386886.1
Q13409	ENSP00000386415.1
Q13409	ENSP00000386522.3
Q13409	ENSP00000423339.1
Q13409	ENSP00000517843.1
Q13409	ENSP00000517844.1
Q13409	ENSP00000517845.1
Q13409	ENSP00000517847.1
Q13409	ENSP00000517848.1
Q13409	ENSP00000517850.1
Q13409	ENSP00000517851.1
Q13409	ENSP00000517853.1
Q14204	ENSP00000348965.4
Q9NP97	ENSP00000300469.9
Q9NP97	ENSP00000349679.2
Q9NP97	ENSP00000513022.1
Q969J3	ENSP00000298571.6
Q969J3	ENSP00000321546.4
Q969J3	ENSP00000486120.1
Q969J3	ENSP00000486584.1
Q96B45	ENSP00000342331.5
Q96B45	ENSP00000358899.3
Q96FH0	ENSP00000425864.1
Q96FH0	ENSP00000424833.1
Q96FH0	ENSP00000467744.1
Q969F9	ENSP00000296051.2
O43747	ENSP00000299980.4
O43747	ENSP00000377148.3
O43747	ENSP00000454523.1
P61966	ENSP00000336666.5
P61966	ENSP00000410780.1
Q10567	ENSP00000319361.7
Q10567	ENSP00000350199.2
Q10567	ENSP00000384194.2
Q10567	ENSP00000400065.2
Q9BXS5	ENSP00000291439.2
Q9BXS5	ENSP00000388996.1
P56377	ENSP00000328789.2
Q96PC3	ENSP00000379891.2
Q96PC3	ENSP00000401705.1
Q96PC3	ENSP00000397155.1
Q96PC3	ENSP00000388738.2
Q9Y6Q5	ENSP00000250244.5
Q9Y6Q5	ENSP00000465685.1
O00203	ENSP00000255194.7
O00203	ENSP00000430597.1
O14617	ENSP00000344055.4
O14617	ENSP00000495274.2
Q92572	ENSP00000325369.7
Q9Y2T2	ENSP00000347408.4
Q9Y2T2	ENSP00000361831.1
P59780	ENSP00000338777.4
P59780	ENSP00000394170.2
P59780	ENSP00000453288.1
P53677	ENSP00000380132.3
P53677	ENSP00000428787.1
P53677	ENSP00000431918.1
Q13367	ENSP00000438721.1
Q13367	ENSP00000440984.1
Q13367	ENSP00000499235.1
P02458	ENSP00000338213.6
P02458	ENSP00000369889.3
P02461	ENSP00000304408.4
P53420	ENSP00000379866.3
Q01955	ENSP00000379823.3
P20908	ENSP00000360882.3
P20908	ENSP00000360885.4
P25940	ENSP00000264828.3
P12109	ENSP00000355180.3
P12110	ENSP00000300527.4
P12110	ENSP00000380870.1
P12110	ENSP00000387115.1
P12111	ENSP00000295550.4
P12111	ENSP00000315873.4
P12111	ENSP00000375860.2
P12111	ENSP00000375861.3
P12111	ENSP00000418285.1
Q02388	ENSP00000332371.8
Q02388	ENSP00000506558.1
P20849	ENSP00000315252.7
P20849	ENSP00000349790.6
P20849	ENSP00000359527.3
Q14050	ENSP00000496793.1
Q14055	ENSP00000361834.3
Q03692	ENSP00000243222.4
Q03692	ENSP00000327368.4
Q03692	ENSP00000498802.1
P13942	ENSP00000372565.2
P13942	ENSP00000372566.4
P13942	ENSP00000378620.1
P13942	ENSP00000410284.2
P13942	ENSP00000400813.2
P13942	ENSP00000406347.2
P13942	ENSP00000449275.1
P13942	ENSP00000447864.1
Q99715	ENSP00000325146.8
Q99715	ENSP00000305147.9
Q99715	ENSP00000412864.2
Q5TAT6	ENSP00000346553.3
Q5TAT6	ENSP00000381949.3
Q5TAT6	ENSP00000430061.1
Q5TAT6	ENSP00000430173.1
Q5TAT6	ENSP00000428057.1
Q5TAT6	ENSP00000428342.1
Q05707	ENSP00000297848.3
Q05707	ENSP00000311809.4
P39059	ENSP00000364140.3
Q07092	ENSP00000362776.3
Q9UMD9	ENSP00000358748.3
Q9UMD9	ENSP00000497653.1
P39060	ENSP00000347665.5
P39060	ENSP00000352798.4
P39060	ENSP00000498485.1
Q14993	ENSP00000480474.1
Q9P218	ENSP00000351767.6
Q9P218	ENSP00000414753.1
Q96P44	ENSP00000244728.5
Q96P44	ENSP00000359855.1
Q8NFW1	ENSP00000303153.6
Q86Y22	ENSP00000375069.3
Q17RW2	ENSP00000359603.2
Q96A83	ENSP00000318234.8
Q96A83	ENSP00000482102.1
Q8IZC6	ENSP00000348385.3
Q2UY09	ENSP00000382356.3
Q13751	ENSP00000348384.3
Q13751	ENSP00000355997.3
Q13751	ENSP00000375778.1
Q13753	ENSP00000264144.4
Q13753	ENSP00000432063.1
Q16787	ENSP00000269217.5
Q16787	ENSP00000324532.8
Q16787	ENSP00000382432.2
Q16787	ENSP00000466557.1
Q16363	ENSP00000230538.7
Q16363	ENSP00000357627.4
Q16363	ENSP00000374114.4
Q16363	ENSP00000416470.2
Q16363	ENSP00000398226.2
Q16363	ENSP00000408604.1
Q16363	ENSP00000429488.1
O15230	ENSP00000252999.3
Q9Y6N6	ENSP00000354360.4
O95782	ENSP00000346246.4
O95782	ENSP00000351926.4
P53680	ENSP00000263270.6
P53680	ENSP00000470898.1
P63010	ENSP00000483185.1
P63010	ENSP00000482835.1
P63010	ENSP00000482315.1
Q96CW1	ENSP00000292807.5
Q96CW1	ENSP00000371894.3
Q96CW1	ENSP00000409081.1
Q96CW1	ENSP00000481563.2
O94973	ENSP00000327694.5
O94973	ENSP00000413234.3
O94973	ENSP00000431630.1
O00189	ENSP00000352603.4
O00189	ENSP00000412185.1
O00189	ENSP00000518888.1
O00189	ENSP00000519097.1
Q9UPM8	ENSP00000261842.5
Q9UPM8	ENSP00000452976.1
Q9Y587	ENSP00000334484.4
Q9Y587	ENSP00000438170.2
Q9Y587	ENSP00000450768.2
Q9Y587	ENSP00000452383.2
Q9Y587	ENSP00000451609.2
Q9Y587	ENSP00000451918.3
Q9Y587	ENSP00000451479.2
Q9Y587	ENSP00000519116.1
Q9Y6B7	ENSP00000256658.4
Q9Y6B7	ENSP00000358582.1
Q9Y6B7	ENSP00000358584.3
Q9Y6B7	ENSP00000518886.1
Q9Y6B7	ENSP00000518947.1
P07996	ENSP00000260356.5
P35442	ENSP00000355751.3
P35442	ENSP00000482784.1
P35442	ENSP00000504820.1
